transaction_id,transaction_date,account_holder,account_receiver,transaction_amount,transaction_currency,transaction_type,transaction_status,card_type,transaction_description
857,2022-03-22,857,857,2540.91,RUB,DEPOSIT,pending,MASTERCARD,commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris
858,2022-09-10,858,858,,DOP,WITHDRAWAL,failed,MASTERCARD,eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare
859,2022-09-30,859,859,7830.39,RUB,PURCHASE,failed,AMEX,cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum
860,2022-03-11,860,860,1991.29,EUR,WITHDRAWAL,Completed,MASTERCARD,nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum
861,2022-02-01,861,861,8439.58,PYG,DEPOSIT,completed,AMEX,varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero
862,2022-09-28,862,862,2612.56,MYR,DEPOSIT,Failed,VISA,sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio
863,2022-08-23,863,863,9966.04,CNY,PURCHASE,completed,AMEX,porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus
864,2022-05-15,864,864,4913.61,IDR,WITHDRAWAL,pending,VISA,magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque
865,2022-02-01,865,865,5986.34,IDR,DEPOSIT,Pending,AMEX,vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet
866,2022-12-05,866,866,6605.63,CNY,PURCHASE,Failed,MASTERCARD,est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat
867,2022-06-23,867,867,5373.8,CNY,DEPOSIT,Completed,VISA,tempor convallis nulla neque libero convallis eget eleifend luctus ultricies
868,2022-01-24,868,868,5450.93,EUR,WITHDRAWAL,pending,AMEX,in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla
869,2022-11-27,869,869,2542.34,CNY,WITHDRAWAL,Completed,MASTERCARD,sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis
870,2022-09-18,870,870,5680.99,BRL,DEPOSIT,Failed,AMEX,eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam
871,2022-10-17,871,871,1307.7,IDR,PURCHASE,Pending,VISA,morbi non lectus aliquam sit amet diam in magna bibendum
872,2022-07-19,872,872,4523.0,IDR,DEPOSIT,Completed,MASTERCARD,id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu
873,2022-09-05,873,873,,SYP,WITHDRAWAL,Pending,VISA,tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut
874,2022-10-10,874,874,,RSD,WITHDRAWAL,Failed,AMEX,parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem
875,2022-07-14,875,875,9286.92,PHP,WITHDRAWAL,Pending,VISA,sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium
876,2022-04-19,876,876,583.48,CNY,DEPOSIT,pending,VISA,integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo
877,2022-08-23,877,877,6130.06,PEN,WITHDRAWAL,Completed,AMEX,in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis
878,2022-01-14,878,878,44.2,IDR,WITHDRAWAL,pending,MASTERCARD,nulla nunc purus phasellus in felis donec semper sapien a
879,2022-07-23,879,879,,BGN,DEPOSIT,Completed,VISA,donec semper sapien a libero nam dui proin leo odio
880,2022-05-22,880,880,8028.48,IRR,PURCHASE,Completed,VISA,nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed
881,2022-03-26,881,881,7992.77,IDR,WITHDRAWAL,failed,MASTERCARD,duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi
882,2022-06-03,882,882,4936.58,PHP,WITHDRAWAL,Pending,AMEX,justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et
883,2022-11-28,883,883,6982.49,VND,PURCHASE,pending,AMEX,arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec
884,2022-08-23,884,884,1841.39,IDR,DEPOSIT,Completed,VISA,non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros
885,2022-12-06,885,885,6409.56,EUR,PURCHASE,Pending,VISA,diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere
886,2022-03-28,886,886,6253.87,SZL,PURCHASE,Failed,MASTERCARD,vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla
887,2022-05-17,887,887,7062.14,BDT,WITHDRAWAL,failed,AMEX,dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante
888,2022-05-30,888,888,4991.18,BRL,WITHDRAWAL,Completed,MASTERCARD,rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue
889,2022-06-10,889,889,7770.94,RUB,WITHDRAWAL,pending,AMEX,suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis
890,2022-03-19,890,890,1244.04,PHP,WITHDRAWAL,completed,MASTERCARD,nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim
891,2022-07-24,891,891,5480.61,BRL,WITHDRAWAL,completed,MASTERCARD,at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi
892,2022-09-11,892,892,6357.91,RUB,PURCHASE,Pending,VISA,nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris
893,2022-01-04,893,893,1579.13,IDR,DEPOSIT,Pending,AMEX,volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper
894,2022-05-03,894,894,7785.45,EUR,WITHDRAWAL,completed,MASTERCARD,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae
895,2022-12-16,895,895,8975.79,RUB,WITHDRAWAL,Completed,VISA,justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et
896,2022-11-16,896,896,2143.59,NGN,PURCHASE,failed,VISA,et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus
897,2022-07-04,897,897,2692.85,DKK,DEPOSIT,Pending,MASTERCARD,aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec
898,2022-04-17,898,898,8553.37,VND,PURCHASE,Completed,AMEX,nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam
899,2022-12-23,899,899,7806.3,IDR,WITHDRAWAL,Pending,MASTERCARD,ipsum aliquam non mauris morbi non lectus aliquam sit amet
900,2022-12-10,900,900,7784.49,IDR,WITHDRAWAL,pending,VISA,rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at
901,2022-08-10,901,901,8145.7,EUR,PURCHASE,Failed,MASTERCARD,proin eu mi nulla ac enim in tempor turpis nec euismod
902,2022-09-01,902,902,1566.85,CNY,DEPOSIT,pending,MASTERCARD,sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan
903,2022-11-20,903,903,5789.78,COP,PURCHASE,Completed,MASTERCARD,pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper
904,2022-07-29,904,904,582.05,KES,DEPOSIT,failed,VISA,congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin
905,2022-11-08,905,905,6290.3,EUR,WITHDRAWAL,completed,VISA,luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur
906,2022-07-12,906,906,9879.5,BRL,WITHDRAWAL,failed,AMEX,praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet
907,2022-05-21,907,907,4556.38,BRL,DEPOSIT,Pending,AMEX,posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi
908,2022-10-20,908,908,8652.88,IDR,PURCHASE,completed,MASTERCARD,velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat
909,2022-04-28,909,909,9383.64,UAH,PURCHASE,Pending,AMEX,odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis
910,2022-03-27,910,910,9945.2,CNY,WITHDRAWAL,pending,MASTERCARD,maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque
911,2022-12-15,911,911,3219.42,ARS,WITHDRAWAL,pending,AMEX,odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam
912,2022-07-25,912,912,2691.06,BAM,WITHDRAWAL,Pending,AMEX,lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis
913,2022-01-21,913,913,8993.77,JPY,DEPOSIT,failed,AMEX,ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus
914,2022-08-14,914,914,9383.18,IDR,PURCHASE,Completed,MASTERCARD,quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse
915,2022-07-04,915,915,9656.01,CZK,WITHDRAWAL,failed,MASTERCARD,justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et
916,2022-04-30,916,916,3105.56,PEN,DEPOSIT,Pending,VISA,in sagittis dui vel nisl duis ac nibh fusce lacus
917,2022-02-26,917,917,3501.27,CNY,PURCHASE,Failed,VISA,felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc
918,2022-12-15,918,918,4637.23,USD,WITHDRAWAL,Completed,AMEX,nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim
919,2022-05-09,919,919,3341.7,EUR,WITHDRAWAL,Completed,AMEX,nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget
920,2022-05-20,920,920,8158.42,IDR,PURCHASE,completed,AMEX,interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien
921,2022-04-18,921,921,,EUR,WITHDRAWAL,pending,AMEX,elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus
922,2022-10-17,922,922,,NGN,DEPOSIT,failed,VISA,duis bibendum felis sed interdum venenatis turpis enim blandit mi
923,2022-07-31,923,923,5969.87,ALL,DEPOSIT,failed,VISA,ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit
924,2022-02-17,924,924,938.61,IDR,PURCHASE,Pending,AMEX,nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum
925,2022-01-01,925,925,3063.85,HTG,DEPOSIT,Completed,AMEX,ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam
926,2022-11-02,926,926,7000.81,CNY,WITHDRAWAL,failed,MASTERCARD,rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl
927,2022-08-01,927,927,8850.53,CNY,PURCHASE,Pending,MASTERCARD,purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio
928,2022-05-21,928,928,2662.05,BRL,DEPOSIT,failed,AMEX,felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat
929,2022-09-17,929,929,4099.35,EUR,PURCHASE,completed,VISA,bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec
930,2022-01-14,930,930,8742.46,CNY,PURCHASE,completed,MASTERCARD,integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet
931,2022-05-21,931,931,4399.77,BRL,PURCHASE,Completed,VISA,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat
932,2022-10-01,932,932,9176.9,CNY,DEPOSIT,completed,AMEX,vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in
933,2022-11-17,933,933,5409.67,IDR,WITHDRAWAL,Failed,AMEX,dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam
934,2022-01-29,934,934,3397.42,RUB,DEPOSIT,Failed,MASTERCARD,morbi quis tortor id nulla ultrices aliquet maecenas leo odio
935,2022-06-12,935,935,176.1,BRL,WITHDRAWAL,Completed,VISA,ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam
936,2022-12-17,936,936,,UAH,DEPOSIT,Failed,MASTERCARD,ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor
937,2022-05-23,937,937,8491.99,CNY,DEPOSIT,failed,AMEX,gravida nisi at nibh in hac habitasse platea dictumst aliquam augue
938,2022-06-26,938,938,9969.13,UAH,WITHDRAWAL,Pending,MASTERCARD,id massa id nisl venenatis lacinia aenean sit amet justo
939,2022-11-17,939,939,7831.64,BRL,DEPOSIT,pending,AMEX,elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit
940,2022-08-22,940,940,9876.47,EUR,DEPOSIT,Pending,AMEX,integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo
941,2022-05-27,941,941,7645.36,CNY,WITHDRAWAL,pending,VISA,semper est quam pharetra magna ac consequat metus sapien ut nunc
942,2022-11-11,942,942,,ARS,DEPOSIT,completed,AMEX,donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque
943,2022-02-18,943,943,3301.76,RUB,PURCHASE,completed,MASTERCARD,venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien
944,2022-10-06,944,944,6621.83,ARS,DEPOSIT,Pending,VISA,iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla
945,2022-04-08,945,945,3855.92,UZS,PURCHASE,failed,VISA,non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed
946,2022-06-19,946,946,3327.73,IDR,DEPOSIT,pending,VISA,elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est
947,2022-12-20,947,947,1886.87,CNY,PURCHASE,completed,MASTERCARD,aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede
948,2022-07-09,948,948,8490.81,NGN,WITHDRAWAL,Pending,AMEX,fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend
949,2022-11-11,949,949,2121.41,USD,DEPOSIT,completed,MASTERCARD,magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum
950,2022-08-13,950,950,139.73,IDR,DEPOSIT,failed,AMEX,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque
951,2022-10-18,951,951,9893.09,PHP,PURCHASE,pending,MASTERCARD,amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus
952,2022-11-15,952,952,4395.96,RUB,DEPOSIT,failed,AMEX,ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis
953,2022-09-28,953,953,1418.39,EUR,WITHDRAWAL,completed,VISA,nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est
954,2022-02-06,954,954,,EUR,PURCHASE,pending,MASTERCARD,ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida
955,2022-06-15,955,955,2352.04,IDR,DEPOSIT,Completed,MASTERCARD,parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida
956,2022-06-07,956,956,1494.31,BYR,DEPOSIT,Pending,AMEX,eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus
957,2022-11-26,957,957,1497.34,GHS,DEPOSIT,pending,VISA,phasellus in felis donec semper sapien a libero nam dui proin leo
958,2022-10-03,958,958,3125.47,TJS,WITHDRAWAL,Failed,MASTERCARD,nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac
959,2022-11-22,959,959,9511.0,SEK,PURCHASE,Failed,AMEX,placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris
960,2022-11-06,960,960,2756.59,CNY,DEPOSIT,pending,VISA,ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac
961,2022-05-28,961,961,6043.76,BRL,DEPOSIT,Completed,MASTERCARD,ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam
962,2022-04-16,962,962,6693.94,MXN,PURCHASE,Pending,AMEX,leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien
963,2022-03-24,963,963,9113.94,USD,WITHDRAWAL,completed,VISA,nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis
964,2022-01-19,964,964,6974.12,PKR,PURCHASE,completed,MASTERCARD,dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien
965,2022-02-23,965,965,6428.27,EUR,PURCHASE,completed,AMEX,porta volutpat quam pede lobortis ligula sit amet eleifend pede
966,2022-06-29,966,966,7117.24,CNY,WITHDRAWAL,Completed,MASTERCARD,duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in
967,2022-12-30,967,967,827.18,CNY,DEPOSIT,Completed,MASTERCARD,nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur
968,2022-01-24,968,968,7081.46,RUB,PURCHASE,pending,VISA,tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis
969,2022-03-17,969,969,9858.07,MNT,DEPOSIT,pending,MASTERCARD,nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi
970,2022-11-05,970,970,1899.25,EUR,WITHDRAWAL,completed,AMEX,tempus sit amet sem fusce consequat nulla nisl nunc nisl
971,2022-08-03,971,971,909.01,NIO,WITHDRAWAL,completed,MASTERCARD,maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus
972,2022-01-18,972,972,228.23,IRR,PURCHASE,failed,AMEX,aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio
973,2022-05-25,973,973,9046.48,LTL,DEPOSIT,Failed,MASTERCARD,donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis
974,2022-10-06,974,974,888.07,CNY,DEPOSIT,failed,MASTERCARD,sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in
975,2022-11-24,975,975,2095.51,KPW,WITHDRAWAL,Completed,MASTERCARD,cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus
976,2022-07-13,976,976,7850.1,PHP,DEPOSIT,Failed,MASTERCARD,curae duis faucibus accumsan odio curabitur convallis duis consequat dui
977,2022-05-06,977,977,6990.82,CNY,DEPOSIT,failed,MASTERCARD,eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium
978,2022-07-12,978,978,1328.92,IDR,WITHDRAWAL,failed,AMEX,ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel
979,2022-04-26,979,979,,USD,DEPOSIT,Pending,VISA,eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue
980,2022-08-21,980,980,,SEK,WITHDRAWAL,Completed,VISA,iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc
981,2022-04-19,981,981,9477.41,ARS,WITHDRAWAL,pending,AMEX,sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu
982,2022-10-05,982,982,2272.62,TND,PURCHASE,Pending,AMEX,sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis
983,2022-03-12,983,983,1397.55,EUR,PURCHASE,Completed,AMEX,ut at dolor quis odio consequat varius integer ac leo pellentesque
984,2022-04-03,984,984,,CNY,WITHDRAWAL,Pending,AMEX,duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in
985,2022-07-03,985,985,4935.3,CNY,WITHDRAWAL,completed,AMEX,ac tellus semper interdum mauris ullamcorper purus sit amet nulla
986,2022-06-13,986,986,1298.13,PHP,WITHDRAWAL,completed,AMEX,turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia
987,2022-01-02,987,987,3194.93,PHP,DEPOSIT,pending,AMEX,duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa
988,2022-04-01,988,988,8381.97,CNY,WITHDRAWAL,Completed,AMEX,odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt
989,2022-04-03,989,989,3027.86,IDR,DEPOSIT,Pending,MASTERCARD,posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi
990,2022-10-18,990,990,,CNY,PURCHASE,Pending,MASTERCARD,justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas
991,2022-02-11,991,991,8146.22,MKD,DEPOSIT,failed,VISA,vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in
992,2022-12-15,992,992,4174.43,IDR,PURCHASE,failed,AMEX,ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque
993,2022-05-23,993,993,5558.16,RUB,PURCHASE,completed,AMEX,erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam
994,2022-01-02,994,994,6999.74,ILS,WITHDRAWAL,completed,MASTERCARD,integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem
995,2022-01-10,995,995,2980.06,USD,DEPOSIT,Pending,VISA,consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis
996,2022-08-16,996,996,1005.46,PHP,DEPOSIT,Failed,VISA,proin at turpis a pede posuere nonummy integer non velit donec diam neque
997,2022-06-04,997,997,4954.94,IDR,PURCHASE,Pending,AMEX,tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero
998,2022-02-19,998,998,2153.27,BRL,WITHDRAWAL,pending,AMEX,mauris lacinia sapien quis libero nullam sit amet turpis elementum
999,2022-03-01,999,999,404.62,CNY,DEPOSIT,Pending,AMEX,integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum
1000,2022-12-25,1000,1000,4876.02,PLN,PURCHASE,failed,MASTERCARD,in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque
